Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,23.32410193702285,23.951473253550702,23.185443752315162,23.94692611694336,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,24.037839807411828,24.06057027835186,23.278631325827362,23.34682273864746,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,22.85810962654011,23.26953860442503,22.701268164352147,22.88993263244629,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,22.430775823381772,22.760372057573335,21.919332314600574,21.923877716064453,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,22.401223485939404,22.528515521182168,21.994341605603946,22.03980255126953,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,22.496695097586922,22.517152005220073,22.12618158436146,22.396678924560547,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,22.855842029071816,22.887665040875447,22.467143449911333,22.721729278564453,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,22.803559667168983,23.00131843513784,22.117089632736082,22.13754653930664,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,22.267107732267046,22.83992528172694,21.762483326293605,22.621707916259766,252680400,0.0,0.0
2016-01-15 00:00:00-05:00,21.867043066266092,22.210278854109937,21.676105055051366,22.078439712524414,319335600,0.0,0.0
2016-01-19 00:00:00-05:00,22.369400365318484,22.42395384668929,21.707932683579834,21.97161102294922,212350800,0.0,0.0
2016-01-20 00:00:00-05:00,21.6170082762864,22.319391477194,21.23513045206087,22.00115966796875,289337600,0.0,0.0
2016-01-21 00:00:00-05:00,22.06253302547476,22.24892567747351,21.580640758183502,21.889780044555664,208646000,0.0,0.0
2016-01-22 00:00:00-05:00,22.419404575711468,23.062687124299604,22.360305699116747,23.0535945892334,263202000,0.0,0.0
2016-01-25 00:00:00-05:00,23.076326788384666,23.078600355877462,22.55124542210075,22.603527069091797,207178000,0.0,0.0
2016-01-26 00:00:00-05:00,22.714910111907855,22.930852223586108,22.292116691081244,22.728548049926758,300308000,0.0,0.0
2016-01-27 00:00:00-05:00,21.83068034226401,21.964791351560287,21.21694714468855,21.235132217407227,533478800,0.0,0.0
2016-01-28 00:00:00-05:00,21.319238763649768,21.48517279776782,21.001006899822745,21.38743019104004,222715200,0.0,0.0
2016-01-29 00:00:00-05:00,21.54654760284179,22.126182556152344,21.446531425422666,22.126182556152344,257666000,0.0,0.0
2016-02-01 00:00:00-05:00,21.9284231333632,21.98297661777543,21.685203419838,21.919330596923828,163774000,0.0,0.0
2016-02-02 00:00:00-05:00,21.689744621268304,21.830676307454667,21.430613452704485,21.476076126098633,149428800,0.0,0.0
2016-02-03 00:00:00-05:00,21.59427831429891,22.0125245565905,21.385155193153118,21.90114402770996,183857200,0.0,0.0
2016-02-04 00:00:00-05:00,21.907999519108795,22.243955974681526,21.75487705437273,22.077119827270508,185886800,0.13,0.0
2016-02-05 00:00:00-05:00,22.058836113629773,22.150253109189713,21.412064662447502,21.48748207092285,185672400,0.0,0.0
2016-02-08 00:00:00-05:00,21.284080041714247,21.871431924298054,21.263512133246333,21.7137393951416,216085600,0.0,0.0
2016-02-09 00:00:00-05:00,21.54919472759758,21.926288839770216,21.4669195851732,21.70917320251465,177324800,0.0,0.0
2016-02-10 00:00:00-05:00,21.921710702550314,22.019983664101762,21.5057650441862,21.54461669921875,169374400,0.0,0.0
2016-02-11 00:00:00-05:00,21.43492016349069,21.647463953861468,21.160669155212812,21.414350509643555,200298800,0.0,0.0
2016-02-12 00:00:00-05:00,21.52633834298064,21.59718569576565,21.256659129097663,21.480628967285156,161405600,0.0,0.0
2016-02-16 00:00:00-05:00,21.71602745240298,22.13425910263564,21.62232627984604,22.086265563964844,196231600,0.0,0.0
2016-02-17 00:00:00-05:00,22.09312258432264,22.445076961597515,21.97428168439188,22.424509048461914,179452800,0.0,0.0
2016-02-18 00:00:00-05:00,22.58905043447214,22.600478211686674,21.96056104762071,21.999414443969727,156084000,0.0,0.0
2016-02-19 00:00:00-05:00,21.939998673356023,22.113690817737734,21.894291040240308,21.949140548706055,141496800,0.0,0.0
2016-02-22 00:00:00-05:00,22.010848409473784,22.145688905934193,21.921717294709538,22.141117095947266,137123200,0.0,0.0
2016-02-23 00:00:00-05:00,22.031421585080444,22.05427540776047,21.60861976277782,21.640615463256836,127770400,0.0,0.0
2016-02-24 00:00:00-05:00,21.47834529017899,22.02684386180849,21.327506962436775,21.962852478027344,145022800,0.0,0.0
2016-02-25 00:00:00-05:00,21.951423175205935,22.11368751525879,21.768589182778793,22.11368751525879,110330800,0.0,0.0
2016-02-26 00:00:00-05:00,22.21424191177248,22.40164594634364,22.072547241507678,22.147966384887695,115964400,0.0,0.0
2016-02-29 00:00:00-05:00,22.136544151288103,22.449646836565787,22.088550614473462,22.097692489624023,140865200,0.0,0.0
2016-03-01 00:00:00-05:00,22.31709286976483,23.03014171457241,22.26452752212698,22.975292205810547,201628400,0.0,0.0
2016-03-02 00:00:00-05:00,22.970718508332514,23.057563695445065,22.771886673008055,23.02556800842285,132678400,0.0,0.0
2016-03-03 00:00:00-05:00,22.98671971455651,23.244971152910708,22.957008183950713,23.196977615356445,147822800,0.0,0.0
2016-03-04 00:00:00-05:00,23.395807697241008,23.71119452441158,23.167266063270773,23.54207420349121,184220400,0.0,0.0
2016-03-07 00:00:00-05:00,23.40037889787396,23.500937779661946,23.073564275697375,23.281538009643555,143315600,0.0,0.0
2016-03-08 00:00:00-05:00,23.03242795539699,23.256399546863783,22.945582753287344,23.089563369750977,126247600,0.0,0.0
2016-03-09 00:00:00-05:00,23.153557766991,23.215264998956364,22.915874203121014,23.110136032104492,108806800,0.0,0.0
2016-03-10 00:00:00-05:00,23.176412308328093,23.366100575131544,22.888449307005743,23.12156105041504,134054400,0.0,0.0
2016-03-11 00:00:00-05:00,23.366098509031037,23.375240384541527,23.19697817117314,23.370670318603516,109632800,0.0,0.0
2016-03-14 00:00:00-04:00,23.29067924768469,23.519220886490892,23.26096771871391,23.43008804321289,100304400,0.0,0.0
2016-03-15 00:00:00-04:00,23.759188186759946,24.038009260692522,23.734048467396562,23.9008846282959,160270800,0.0,0.0
2016-03-16 00:00:00-04:00,23.907742477338225,24.296262590269123,23.903170667839593,24.21855926513672,153214000,0.0,0.0
2016-03-17 00:00:00-04:00,24.115711546369337,24.33282713669212,23.98772879410107,24.179704666137695,137682800,0.0,0.0
2016-03-18 00:00:00-04:00,24.303121333635442,24.339688839258766,24.040299797415006,24.207134246826172,176820800,0.0,0.0
2016-03-21 00:00:00-04:00,24.20941930939063,24.602511262989264,24.02887117983616,24.204849243164062,142010800,0.0,0.0
2016-03-22 00:00:00-04:00,24.05400103009693,24.52022605739853,24.044859157761543,24.389957427978516,129777600,0.0,0.0
2016-03-23 00:00:00-04:00,24.33511984664555,24.469958606403303,24.202565248364063,24.255128860473633,102814000,0.0,0.0
2016-03-24 00:00:00-04:00,24.104288171160334,24.28255037967195,23.971733595321396,24.149995803833008,104532000,0.0,0.0
2016-03-28 00:00:00-04:00,24.225414731817253,24.268838202978802,24.010585024345673,24.04029655456543,77645600,0.0,0.0
2016-03-29 00:00:00-04:00,23.971730321150254,24.634501366186164,23.969444416738515,24.60936164855957,124760400,0.0,0.0
2016-03-30 00:00:00-04:00,24.831046669270872,25.23556455819116,24.81961889113588,25.039018630981445,182404400,0.0,0.0
2016-03-31 00:00:00-04:00,25.075590523156443,25.116728090568166,24.883614627356916,24.908754348754883,103553600,0.0,0.0
2016-04-01 00:00:00-04:00,24.8607577047441,25.13957876640755,24.728203143685374,25.137292861938477,103496000,0.0,0.0
2016-04-04 00:00:00-04:00,25.235563880699768,25.640083502394184,25.20128229084928,25.395544052124023,149424800,0.0,0.0
2016-04-05 00:00:00-04:00,25.027593725625223,25.30641478581058,25.007024072781046,25.096155166625977,106314800,0.0,0.0
2016-04-06 00:00:00-04:00,25.19214575797831,25.363551988070704,24.95674640399858,25.358980178833008,105616400,0.0,0.0
2016-04-07 00:00:00-04:00,25.128150987898106,25.235565830700548,24.7099211390338,24.805908203125,127207600,0.0,0.0
2016-04-08 00:00:00-04:00,24.89047128747055,25.087015497186563,24.721349215476913,24.833335876464844,94326800,0.0,0.0
2016-04-11 00:00:00-04:00,24.90418332367686,25.278991481821244,24.872187632881687,24.91560935974121,117630000,0.0,0.0
2016-04-12 00:00:00-04:00,24.988745588072078,25.253854764627242,24.833338924948187,25.240142822265625,108929200,0.0,0.0
2016-04-13 00:00:00-04:00,25.32241142403908,25.67436397374701,25.32241142403908,25.605802536010742,133029200,0.0,0.0
2016-04-14 00:00:00-04:00,25.509817366722668,25.685793654612656,25.443540084790676,25.619516372680664,101895600,0.0,0.0
2016-04-15 00:00:00-04:00,25.621801647923114,25.66522511451689,25.077873209624215,25.105297088623047,187756000,0.0,0.0
2016-04-18 00:00:00-04:00,24.885898653981737,24.899610594205996,24.440243160350224,24.563655853271484,243286000,0.0,0.0
2016-04-19 00:00:00-04:00,24.65507168419149,24.682497308909756,24.27797937021285,24.433387756347656,129539600,0.0,0.0
2016-04-20 00:00:00-04:00,24.371684347257062,24.70306908215303,24.23912975584483,24.48366928100586,122444000,0.0,0.0
2016-04-21 00:00:00-04:00,24.437959042941344,24.437959042941344,24.115714475030703,24.21855926513672,126210000,0.0,0.0
2016-04-22 00:00:00-04:00,23.999154535243864,24.335110975058846,23.910023448391,24.15227699279785,134732400,0.0,0.0
2016-04-25 00:00:00-04:00,23.996875854476926,24.1454282918268,23.88489092204039,24.015159606933594,112126400,0.0,0.0
2016-04-26 00:00:00-04:00,23.7477590718468,24.06543176410003,23.7477590718468,23.848316192626953,224064800,0.0,0.0
2016-04-27 00:00:00-04:00,21.939999826852834,22.559347529395556,21.866866563842038,22.355945587158203,458408400,0.0,0.0
2016-04-28 00:00:00-04:00,22.307947108522132,22.36965257717639,21.540047145079495,21.6726016998291,328970800,0.0,0.0
2016-04-29 00:00:00-04:00,21.480631665408072,21.647467856292238,21.142390960947978,21.42349624633789,274126000,0.0,0.0
2016-05-02 00:00:00-04:00,21.47605965247981,21.501199374082784,21.117249322987217,21.4006404876709,192640400,0.0,0.0
2016-05-03 00:00:00-04:00,21.528622413263122,21.880576758279545,21.40978152422475,21.752593994140625,227325200,0.0,0.0
2016-05-04 00:00:00-04:00,21.75716246061497,21.917142647663677,21.441775639183234,21.526336669921875,164102000,0.0,0.0
2016-05-05 00:00:00-04:00,21.613710670343462,21.62980591663009,21.310199058759714,21.438961029052734,143562000,0.1425,0.0
2016-05-06 00:00:00-04:00,21.468855756842476,21.48724907296443,21.119356436768367,21.319398880004883,174799600,0.0,0.0
2016-05-09 00:00:00-04:00,21.383780741119327,21.56082847646051,21.28950731731715,21.335494995117188,131745600,0.0,0.0
2016-05-10 00:00:00-04:00,21.459653545715298,21.51483699055792,21.179134923535997,21.4803466796875,134747200,0.0,0.0
